filename,source,category,type,url,comments
economist_daily_chart_384.png,Economist Daily,N,Circles,http://media.economist.com/sites/default/files/imagecache/original-size/20110402_WOC451.gif,
economist_daily_chart_511.png,Economist Daily,N,Bars,http://media.economist.com/images/images-magazine/2010/09/04/NA/20100904_NAC471.gif,
economist_daily_chart_254.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20111001_WOC714.gif,
economist_daily_chart_190.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20120114_WOC349.gif,
economist_daily_chart_446.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/original-size/Fig01s.jpg,
economist_daily_chart_97.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/06/blogs/graphic-detail/20120609_woc357.png,
economist_daily_chart_60.png,Economist Daily,N,Table,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/07/blogs/graphic-detail/20120804_woc975_1.png,
economist_daily_chart_88.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/06/blogs/graphic-detail/20120616_srm980.png,
economist_daily_chart_194.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20111231_WOC175.gif,
economist_daily_chart_440.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20101211_WOC740.gif,
economist_daily_chart_22.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/09/blogs/graphic-detail/20120929_woc151.png,
economist_daily_chart_120.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/04/blogs/graphic-detail/20120505_woc150.png,
economist_daily_chart_15.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/10/blogs/graphic-detail/20121013_woc267.png,
economist_daily_chart_422.png,Economist Daily,N,Points,http://media.economist.com/sites/default/files/imagecache/full-width/20110129_WOC052.gif,
economist_daily_chart_90.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/06/blogs/graphic-detail/20120616_woc434.png,
economist_daily_chart_416.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110205_WOC101.gif,
economist_daily_chart_244.png,Economist Daily,N,Table,http://media.economist.com/sites/default/files/imagecache/original-size/20111022_WOC768_0.gif,
economist_daily_chart_238.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20111029_WOC000.gif,
economist_daily_chart_533.png,Economist Daily,N,Maps,http://media.economist.com/images/images-magazine/2010/32/NA/201032NAC462.gif,
economist_daily_chart_515.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/201035NAC162_0.gif,
economist_daily_chart_317.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/original-size/20110709_WOM997_0.gif,
economist_daily_chart_505.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20100918_WOC275.gif,
economist_daily_chart_172.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20120211_WOC556_0.gif,
economist_daily_chart_406.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/original-size/20111226_WOM593.gif,
economist_daily_chart_439.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110101_WOC837.gif,
economist_daily_chart_355.png,Economist Daily,N,Distribution,http://media.economist.com/sites/default/files/imagecache/original-size/20110514_WOC726.gif,
economist_daily_chart_148.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/03/blogs/graphic-detail/20120317_WOC780.png,
economist_daily_chart_513.png,Economist Daily,N,Table,http://media.economist.com/images/images-magazine/2010/36/NA/201036NAC911.gif,
economist_daily_chart_69.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/07/blogs/graphic-detail/20120721_woc618.png,
economist_daily_chart_319.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/overall.png?1344943846,
economist_daily_chart_467.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20101113_WOC643.gif,
economist_daily_chart_527.png,Economist Daily,N,Lines,http://media.economist.com/images/images-magazine/2010/33/NA/201033NAC069.gif,
economist_daily_chart_235.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20111029_WOC691_0.gif,
economist_daily_chart_324.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110625_WOC068.gif,
economist_daily_chart_253.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20111001_WOC699.gif,
economist_daily_chart_45.png,Economist Daily,N,Points,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/08/blogs/graphic-detail/20120825_woc828.png,
economist_daily_chart_329.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110625_WOC054.gif,
economist_daily_chart_72.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/07/blogs/graphic-detail/20120714_woc596.png,
economist_daily_chart_498.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20101002_WOC367.gif,
economist_daily_chart_503.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20100925_NAC298.gif,
economist_daily_chart_153.png,Economist Daily,N,Area,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/03/blogs/graphic-detail/20120310_WOC715_0.png,
economist_daily_chart_218.png,Economist Daily,N,Area,http://media.economist.com/sites/default/files/imagecache/original-size/20111126_WOC108.gif,
economist_daily_chart_501.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20100925_WOC318.gif,
economist_daily_chart_284.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20110820_WOC419_0.gif,
economist_daily_chart_36.png,Economist Daily,N,Points,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/08/blogs/graphic-detail/20120908_woc894.png,
economist_daily_chart_80.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/06/blogs/graphic-detail/20120630_wom941.png,
economist_daily_chart_231.png,Economist Daily,N,Points,http://media.economist.com/sites/default/files/imagecache/original-size/20111105_WOC963_0.gif,
economist_daily_chart_174.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20120211_WOC550.gif,
economist_daily_chart_260.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110924_WOC662.gif,
economist_daily_chart_431.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20110108_WOC535.gif,
economist_daily_chart_491.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20101009_WOC426.gif,
economist_daily_chart_34.png,Economist Daily,N,Points,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/09/blogs/graphic-detail/20120908_woc034.png,
economist_daily_chart_387.png,Economist Daily,N,Circles,http://media.economist.com/sites/default/files/imagecache/original-size/20110326_WOC418.gif,
economist_daily_chart_57.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/ws100front.png?1343745437,
economist_daily_chart_50.png,Economist Daily,N,Table,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/08/blogs/graphic-detail/20120811_woc984_1.png,
economist_daily_chart_486.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20101016_WOC458.gif,
economist_daily_chart_139.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/03/blogs/graphic-detail/20120331_WOC931.png,
economist_daily_chart_366.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110430_WOC637.gif,
economist_daily_chart_313.png,Economist Daily,N,Table,http://media.economist.com/sites/default/files/imagecache/original-size/20110709_WOC935.gif,
economist_daily_chart_217.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20111126_INC107_0.gif,
economist_daily_chart_278.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110827_WOC476.gif,
economist_daily_chart_380.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20110409_WOC492.gif,
economist_daily_chart_227.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20111105_INC034.gif,
economist_daily_chart_379.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110409_WOC505.gif,
economist_daily_chart_468.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/290-width/true-size-of-africa.jpg,
economist_daily_chart_145.png,Economist Daily,N,Circles,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/03/blogs/graphic-detail/20120324_WOC791.png,
economist_daily_chart_9.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/10/blogs/graphic-detail/20121027_woc344.png,
economist_daily_chart_454.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20101204_WOC738.gif,
economist_daily_chart_248.png,Economist Daily,N,Points,http://media.economist.com/sites/default/files/imagecache/original-size/20111015_WOC731.gif,
economist_daily_chart_443.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20101218_WOC818.gif,
economist_daily_chart_176.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20120204_WOC526.gif,
economist_daily_chart_411.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110212_WOC577.gif,
economist_daily_chart_481.png,Economist Daily,N,Text Based,http://media.economist.com/sites/default/files/imagecache/original-size/20101023_WOP495.jpg,
economist_daily_chart_483.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20101023_WOC491.gif,
economist_daily_chart_521.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/201034NAC150.gif,
economist_daily_chart_186.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/original-size/20120114_BBM921.gif,
economist_daily_chart_65.png,Economist Daily,N,Points,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/07/blogs/graphic-detail/20120728_woc655.png,
economist_daily_chart_327.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110625_WOC074.gif,
economist_daily_chart_358.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110514_WOC702_0.gif,
economist_daily_chart_106.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/05/blogs/graphic-detail/20120526_woc276.png,
economist_daily_chart_82.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/06/blogs/graphic-detail/20120630_wom934.png,
economist_daily_chart_117.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/05/blogs/graphic-detail/20120505_woc159.png,
economist_daily_chart_140.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/03/blogs/graphic-detail/20120331_WOM740_0.png,
economist_daily_chart_356.png,Economist Daily,N,Table,http://media.economist.com/sites/default/files/imagecache/original-size/20110521_WOC738.gif,
economist_daily_chart_35.png,Economist Daily,N,Points,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/09/blogs/graphic-detail/20120908_woc026.png,
economist_daily_chart_131.png,Economist Daily,N,Points,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/04/blogs/graphic-detail/20120414_WOC944.png,
economist_daily_chart_99.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/06/blogs/graphic-detail/20120602_wom997.png,
economist_daily_chart_376.png,Economist Daily,N,Table,http://media.economist.com/sites/default/files/imagecache/original-size/20110416_WOC529.gif,
economist_daily_chart_312.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/1_1.png?1344958030,
economist_daily_chart_428.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20110115_WOC006.gif,
economist_daily_chart_230.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20111105_WOC024.gif,
economist_daily_chart_188.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20120114_WOC366_0.gif,
economist_daily_chart_211.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20111203_WOC161.gif,
economist_daily_chart_529.png,Economist Daily,N,Bars,http://media.economist.com/images/images-magazine/2010/32/NA/201032NAC465.gif,
economist_daily_chart_365.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20110507_WOC645_1.gif,
economist_daily_chart_67.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/07/blogs/graphic-detail/20120728_woc644_2.png,
economist_daily_chart_494.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20101002_WOC402.gif,
economist_daily_chart_184.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20120121_WOC435.gif,
economist_daily_chart_270.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20110917_WOC570.gif,
economist_daily_chart_276.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/original-size/20110903_WOM988.gif,
economist_daily_chart_137.png,Economist Daily,N,Area,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/04/blogs/graphic-detail/20120407_WOC862.png,
economist_daily_chart_419.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110129_WOC082_1.gif,
economist_daily_chart_263.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20110924_WOC608.gif,
economist_daily_chart_202.png,Economist Daily,N,Points,http://media.economist.com/sites/default/files/imagecache/original-size/20111217_WOC253.gif,
economist_daily_chart_377.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110416_WOC522.gif,
economist_daily_chart_201.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20111217_WOC257.gif,
economist_daily_chart_476.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20101030_WOC525.gif,
economist_daily_chart_246.png,Economist Daily,N,Points,http://media.economist.com/sites/default/files/imagecache/original-size/20111015_WOC781.gif,
economist_daily_chart_331.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110625_WOC052.gif,
economist_daily_chart_40.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/08/blogs/graphic-detail/20120901_woc861.png,
economist_daily_chart_250.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20111008_WOC737.gif,
economist_daily_chart_51.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/r1_0.png?1344518745,
economist_daily_chart_301.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110730_WOC263.gif,
economist_daily_chart_112.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/05/blogs/graphic-detail/20120519_woc222_1.png,
economist_daily_chart_397.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110312_WOC327.gif,
economist_daily_chart_93.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/06/blogs/graphic-detail/20120616_woc390_0.png,
economist_daily_chart_242.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20111022_WOC808.gif,
economist_daily_chart_434.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110108_WOC869.gif,
economist_daily_chart_518.png,Economist Daily,N,Bars,http://media.economist.com/images/images-magazine/2010/35/NA/201035NAC179.gif,
economist_daily_chart_118.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/05/blogs/graphic-detail/20120505_woc970.png,
economist_daily_chart_478.png,Economist Daily,N,Area,http://media.economist.com/sites/default/files/imagecache/original-size/20101030_WOC527_0.gif,
economist_daily_chart_23.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/09/blogs/graphic-detail/20120929_woc143.png,
economist_daily_chart_157.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/02/blogs/graphic-detail/20120303_WOC649.gif,
economist_daily_chart_110.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/05/blogs/graphic-detail/20120519_wom983.png,
economist_daily_chart_310.png,Economist Daily,N,Table,http://media.economist.com/sites/default/files/imagecache/original-size/20110716_WOC181.gif,
economist_daily_chart_75.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/07/blogs/graphic-detail/20120707_woc560.png,
economist_daily_chart_141.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/03/blogs/graphic-detail/20120331_WOC825.png,
economist_daily_chart_160.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/02/blogs/graphic-detail/20120225_WOC631.gif,
economist_daily_chart_432.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/290-width/20110108_WOP534_290.jpg,
economist_daily_chart_281.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20110820_BBC510.png,
economist_daily_chart_241.png,Economist Daily,N,Table,http://media.economist.com/sites/default/files/imagecache/original-size/20111022_WOC827_0.gif,
economist_daily_chart_134.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/04/blogs/graphic-detail/20120414_WOC884.png,
economist_daily_chart_363.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20110507_WOC649_0.gif,
economist_daily_chart_348.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110528_WOC811.gif,
economist_daily_chart_449.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20101211_WOC791_0.gif,
economist_daily_chart_283.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20110820_WOC420_0.gif,
economist_daily_chart_425.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20110122_WOC032.gif,
economist_daily_chart_318.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/original-size/Minard.jpg,
economist_daily_chart_442.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/original-size/FbMapSAsia.jpg,
economist_daily_chart_37.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/08/blogs/graphic-detail/20120901_woc904.png,
economist_daily_chart_74.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/all_4.png?1341841288,
economist_daily_chart_414.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/1980.png?1344962285,
economist_daily_chart_8.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/10/blogs/graphic-detail/20121027_woc350.png,
economist_daily_chart_517.png,Economist Daily,N,Lines,http://media.economist.com/images/images-magazine/2010/35/NA/201035NAC188.gif,
economist_daily_chart_396.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20110312_WOC329.gif,
economist_daily_chart_265.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20110917_WOC602.jpg,
economist_daily_chart_399.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110312_WOC306_0.gif,
economist_daily_chart_531.png,Economist Daily,N,Lines,http://media.economist.com/images/images-magazine/2010/32/NA/201032NAC055.gif,
economist_daily_chart_143.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/03/blogs/graphic-detail/20120331_WOC823.png,
economist_daily_chart_489.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20101016_WOC442.gif,
economist_daily_chart_493.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/original-size/20101009_WOM993.gif,
economist_daily_chart_338.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110611_WOC871.gif,
economist_daily_chart_370.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110423_WOC594.gif,
economist_daily_chart_460.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20101127_WOC949.gif,
economist_daily_chart_314.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/original-size/20110709_WOC928_1.gif,
economist_daily_chart_484.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20101023_WOC476_0.gif,
economist_daily_chart_393.png,Economist Daily,N,Points,http://media.economist.com/sites/default/files/imagecache/original-size/20110312_WOC330.gif,
economist_daily_chart_126.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/04/blogs/graphic-detail/20120421_WOC065.png,
economist_daily_chart_64.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/07/blogs/graphic-detail/20120728_woc667.png,
economist_daily_chart_123.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/04/blogs/graphic-detail/20120428_WOC086.png,
economist_daily_chart_152.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/03/blogs/graphic-detail/20120317_WOC995.png,
economist_daily_chart_191.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/original-size/20111224_WOC908_1.gif,
economist_daily_chart_514.png,Economist Daily,N,Lines,http://media.economist.com/images/images-magazine/2010/36/NA/201036NAC194.gif,
economist_daily_chart_311.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20110716_INC173.gif,
economist_daily_chart_62.png,Economist Daily,N,Points,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/07/blogs/graphic-detail/20120728_woc694.png,
economist_daily_chart_492.png,Economist Daily,N,Points,http://media.economist.com/sites/default/files/imagecache/original-size/20101009_WOC415.gif,
economist_daily_chart_207.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20111210_WOC211.gif,
economist_daily_chart_138.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/04/blogs/graphic-detail/20120407_WOC860.png,
economist_daily_chart_84.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/06/blogs/graphic-detail/20120623_woc762.png,
economist_daily_chart_142.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/03/blogs/graphic-detail/20120324_WOM993.png,
economist_daily_chart_18.png,Economist Daily,N,Table,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/10/blogs/graphic-detail/20121006_woc216_2.png,
economist_daily_chart_46.png,Economist Daily,N,Table,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/08/blogs/graphic-detail/20120825_woc825_1.png,
economist_daily_chart_13.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/10/blogs/graphic-detail/20121020_woc784_0.png,
economist_daily_chart_381.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20110409_WOC490.gif,
economist_daily_chart_256.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20111001_WOC625.gif,
economist_daily_chart_452.png,Economist Daily,N,Lines,http://media.economist.com/sites/default/files/imagecache/original-size/20101204_WOC730.gif,
economist_daily_chart_315.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20110709_WOC139.gif,
economist_daily_chart_48.png,Economist Daily,N,Maps,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/08/blogs/graphic-detail/20120818_wom065_1.png,
economist_daily_chart_189.png,Economist Daily,N,Bars,http://media.economist.com/sites/default/files/imagecache/original-size/20120114_WOC358.gif,
