filename,source,category,panel(s),url
economist_daily_chart_170.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20120211_WOC555.gif
economist_daily_chart_171.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20120211_WOC572.gif
economist_daily_chart_172.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20120211_WOC556_0.gif
economist_daily_chart_173.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/interactive-map/map_image0.png
economist_daily_chart_174.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20120211_WOC550.gif
economist_daily_chart_175.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20120204_WOC727_0.gif
economist_daily_chart_176.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20120204_WOC526.gif
economist_daily_chart_177.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/01/blogs/graphic-detail/20120204_WOC493.gif
economist_daily_chart_178.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20120128_WOC464.gif
economist_daily_chart_179.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/t1_overall.png?1336059461
economist_daily_chart_18.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/10/blogs/graphic-detail/20121006_woc216_2.png
economist_daily_chart_180.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20120128_WOC470_0.gif
economist_daily_chart_181.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/01/blogs/graphic-detail/20120128_WOC459_2.gif
economist_daily_chart_182.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20120128_WOC448.gif
economist_daily_chart_183.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20120128_WOC446.gif
economist_daily_chart_184.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20120121_WOC435.gif
economist_daily_chart_185.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20120121_WOC420_0.gif
economist_daily_chart_186.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20120114_BBM921.gif
economist_daily_chart_187.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20120121_WOC389_0.gif
economist_daily_chart_188.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20120114_WOC366_0.gif
economist_daily_chart_189.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20120114_WOC358.gif
economist_daily_chart_19.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/10/blogs/graphic-detail/20121006_woc224.png
economist_daily_chart_190.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20120114_WOC349.gif
economist_daily_chart_191.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111224_WOC908_1.gif
economist_daily_chart_192.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111224_WOC213.gif
economist_daily_chart_193.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/cf_images/images-magazine/2011/12/31/WO/20111231_WOP715_290.jpg
economist_daily_chart_194.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111231_WOC175.gif
economist_daily_chart_195.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/images/christmas-calendar/humdrum.png
economist_daily_chart_196.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111224_WOC706.gif
economist_daily_chart_197.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111224_WOC909.gif
economist_daily_chart_198.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111224_WOC208.jpg
economist_daily_chart_199.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111217_WOC259_0.gif
economist_daily_chart_2.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/11/blogs/graphic-detail/20121117_woc435.png
economist_daily_chart_20.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/10/blogs/graphic-detail/20121006_woc195_0.png
economist_daily_chart_200.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111217_WOC294.gif
economist_daily_chart_201.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111217_WOC257.gif
economist_daily_chart_202.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111217_WOC253.gif
economist_daily_chart_203.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111210_WOC914.gif
economist_daily_chart_204.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111217_WOC248.gif
economist_daily_chart_205.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111210_WOC218.gif
economist_daily_chart_206.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111210_WOC135.jpg
economist_daily_chart_207.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111210_WOC211.gif
economist_daily_chart_208.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111210_WOC210.gif
economist_daily_chart_209.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111203_INC204.gif
economist_daily_chart_21.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/09/blogs/graphic-detail/20120929_woc999.png
economist_daily_chart_210.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111203_WOC170.gif
economist_daily_chart_211.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111203_WOC161.gif
economist_daily_chart_212.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111203_WOC158.gif
economist_daily_chart_213.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111126_SRC694.gif
economist_daily_chart_214.png,Economist Daily,N,multipanel,http://media.economist.com/images/images-magazine/2011/03/12/WO/20110312_WOC614_168.jpg
economist_daily_chart_215.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111126_WOC992_0.gif
economist_daily_chart_216.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111126_WOC121.gif
economist_daily_chart_217.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111126_INC107_0.gif
economist_daily_chart_218.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111126_WOC108.gif
economist_daily_chart_219.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111119_WOM924_0.gif
economist_daily_chart_22.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/09/blogs/graphic-detail/20120929_woc151.png
economist_daily_chart_220.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111119_WOC098_0.gif
economist_daily_chart_221.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111119_WOC090.gif
economist_daily_chart_222.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111119_WOC079.gif
economist_daily_chart_223.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111112_INC074.gif
economist_daily_chart_224.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111112_WOC053.gif
economist_daily_chart_225.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111112_WOC038_0.gif
economist_daily_chart_226.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/gdp_us_0.png?1344866402
economist_daily_chart_227.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111105_INC034.gif
economist_daily_chart_228.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111105_WOC027.gif
economist_daily_chart_229.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111105_WOC007_0.gif
economist_daily_chart_23.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/09/blogs/graphic-detail/20120929_woc143.png
economist_daily_chart_230.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111105_WOC024.gif
economist_daily_chart_231.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111105_WOC963_0.gif
economist_daily_chart_232.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111105_WOC858.gif
economist_daily_chart_233.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111105_INC873_0.gif
economist_daily_chart_234.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111105_WOC695_3.gif
economist_daily_chart_235.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111029_WOC691_0.gif
economist_daily_chart_236.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111029_WOC689.gif
economist_daily_chart_237.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111029_WOC845.gif
economist_daily_chart_238.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111029_WOC000.gif
economist_daily_chart_24.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/09/blogs/graphic-detail/20120922_woc999.png
economist_daily_chart_240.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111022_WOC686.gif
economist_daily_chart_241.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111022_WOC827_0.gif
economist_daily_chart_242.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111022_WOC808.gif
economist_daily_chart_243.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111022_WOC944.gif
economist_daily_chart_244.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111022_WOC768_0.gif
economist_daily_chart_245.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111015_WOC682.gif
economist_daily_chart_246.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111015_WOC781.gif
economist_daily_chart_247.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111008_WOC729.gif
economist_daily_chart_248.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111015_WOC731.gif
economist_daily_chart_249.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111008_WOM936_0.gif
economist_daily_chart_25.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/09/blogs/graphic-detail/20120929_woc135_0.png
economist_daily_chart_250.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111008_WOC737.gif
economist_daily_chart_251.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/cf_images/images-magazine/2011/10/08/WO/20111008_WOC724.gif
economist_daily_chart_252.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111008_WOC579_0.gif
economist_daily_chart_253.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111001_WOC699.gif
economist_daily_chart_254.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111001_WOC714.gif
economist_daily_chart_255.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/map_of_a_tweet.png
economist_daily_chart_256.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111001_WOC625.gif
economist_daily_chart_257.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/cf_images/images-magazine/2011/10/01/WO/20111001_WOC692.gif
economist_daily_chart_258.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20111001_WOC675.gif
economist_daily_chart_259.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20111001_WOC668.gif
economist_daily_chart_26.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/t1-overall_0.png?1347034818
economist_daily_chart_260.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20110924_WOC662.gif
economist_daily_chart_261.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20110924_WOC644.gif
economist_daily_chart_262.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20110924_WOC626_1.gif
economist_daily_chart_263.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20110924_WOC608.gif
economist_daily_chart_264.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20110917_WOC621.gif
economist_daily_chart_265.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20110917_WOC602.jpg
economist_daily_chart_266.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20110917_WOC584.gif
economist_daily_chart_267.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/cf_images/images-magazine/2011/09/17/WO/20110917_WOC674.gif
economist_daily_chart_268.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20110910_WOC534.gif
economist_daily_chart_269.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20110910_WOC571.gif
economist_daily_chart_27.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/09/blogs/graphic-detail/20120922_woc116_0_0.png
economist_daily_chart_270.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20110917_WOC570.gif
economist_daily_chart_271.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/full-width/images/2011/09/blogs/graphic-detail/20110910_WOC548.gif
economist_daily_chart_272.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20110910_WOC540.jpg
economist_daily_chart_273.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20110910_WOC527.gif
economist_daily_chart_274.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20110910_WOC526.jpg
economist_daily_chart_275.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20110903_WOC515.gif
economist_daily_chart_276.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20110903_WOM988.gif
economist_daily_chart_277.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20110827_WOC985.gif
economist_daily_chart_278.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20110827_WOC476.gif
economist_daily_chart_279.png,Economist Daily,N,multipanel,http://media.economist.com/sites/default/files/imagecache/original-size/20110827_WOC456_0.gif
economist_daily_chart_28.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/full-width/images/2012/09/blogs/graphic-detail/20120922_woc112.png
economist_daily_chart_280.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20110827_WOC449.gif
economist_daily_chart_281.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20110820_BBC510.png
economist_daily_chart_282.png,Economist Daily,N,single,http://media.economist.com/sites/default/files/imagecache/original-size/20110820_WOC435.gif
